task,subject_id,session,condition,accuracy
LC,7213,1.0,2,69.23076923076923
LC,7225,1.0,1,75.0
LC,7225,1.0,2,80.95238095238095
LC,7220,1.0,1,90.47619047619048
LC,7220,1.0,2,66.66666666666666
LC,7702,1.0,1,89.47368421052632
LC,7702,1.0,2,87.5
LC,7222,1.0,1,94.44444444444444
LC,7222,1.0,2,77.77777777777779
LC,7704,,1,81.25
LC,7704,,2,63.63636363636363
LC,7234,1.0,1,86.36363636363636
LC,7234,1.0,2,81.25
LC,9023,1.0,1,70.37037037037037
LC,9023,1.0,2,53.333333333333336
LC,9024,1.0,1,88.88888888888889
LC,9024,1.0,2,61.53846153846154
LC,9015,2.0,1,95.65217391304348
LC,9015,2.0,2,82.35294117647058
LC,8020,3.0,1,94.44444444444444
LC,8020,3.0,2,75.0
LC,8061,1.0,1,90.0
LC,8061,1.0,2,92.85714285714286
LC,8031,3.0,1,86.36363636363636
LC,8031,3.0,2,81.25
LC,8017,3.0,1,95.0
LC,8017,3.0,2,83.33333333333334
LC,8036,2.0,1,68.75
LC,8036,2.0,2,75.0
LC,8032,2.0,1,89.47368421052632
LC,8032,2.0,2,76.92307692307693
LC,8052,2.0,1,95.83333333333334
LC,8052,2.0,2,85.71428571428571
LC,8022,3.0,1,92.3076923076923
LC,8022,3.0,2,85.0
LC,8030,3.0,1,88.88888888888889
LC,8030,3.0,2,54.54545454545454
LC,9021,2.0,1,94.44444444444444
LC,9021,2.0,2,81.81818181818183
LC,8058,1.0,1,83.33333333333334
LC,8058,1.0,2,73.68421052631578
LC,8065,1.0,1,91.30434782608695
LC,8065,1.0,2,87.5
LC,8012,3.0,1,96.15384615384616
LC,8012,3.0,2,83.33333333333334
LC,8056,2.0,1,90.9090909090909
LC,8056,2.0,2,66.66666666666666
LC,9028,1.0,1,73.07692307692307
LC,9028,1.0,2,80.0
LC,9034,1.0,1,94.73684210526315
LC,9034,1.0,2,80.0
LC,8047,3.0,1,90.47619047619048
LC,8047,3.0,2,84.61538461538461
LC,8023,1.0,1,94.44444444444444
LC,8023,1.0,2,86.66666666666667
LC,8072,1.0,1,95.0
LC,8072,1.0,2,81.81818181818183
LC,9999,1.0,1,92.5925925925926
LC,9999,1.0,2,0.0
LC,8063,2.0,1,90.9090909090909
LC,8063,2.0,2,88.23529411764706
LC,8076,1.0,1,95.0
LC,8076,1.0,2,78.57142857142857
LC,7182,1.0,1,95.0
LC,7182,1.0,2,72.72727272727273
LC,7198,1.0,1,77.77777777777779
LC,7198,1.0,2,90.9090909090909
LC,7173,1.0,1,80.95238095238095
LC,7173,1.0,2,64.28571428571429
LC,7187,1.0,1,90.47619047619048
LC,7187,1.0,2,78.57142857142857
LC,7196,1.0,1,94.44444444444444
LC,7196,1.0,2,80.0
LC,7200,1.0,1,90.0
LC,7200,1.0,2,85.71428571428571
LC,7211,1.0,1,79.16666666666666
LC,7211,1.0,2,75.0
LC,7209,1.0,1,76.92307692307693
LC,7209,1.0,2,75.0
LC,7204,1.0,1,73.68421052631578
LC,7204,1.0,2,76.92307692307693
LC,7218,1.0,1,73.33333333333333
LC,7218,1.0,2,62.5
LC,7221,1.0,1,83.33333333333334
LC,7221,1.0,2,83.33333333333334
LC,7202,1.0,1,80.0
LC,7202,1.0,2,60.0
LC,7226,1.0,1,95.83333333333334
LC,7226,1.0,2,88.23529411764706
LC,7227,1.0,1,85.0
LC,7227,1.0,2,72.72727272727273
LC,7205,1.0,1,83.33333333333334
LC,7205,1.0,2,76.92307692307693
LC,7230,1.0,1,83.33333333333334
LC,7230,1.0,2,90.9090909090909
LC,7235,1.0,1,80.0
LC,7235,1.0,2,73.33333333333333
DSST,8039,2.0,0,100.0
DSST,8039,2.0,1,100.0
DSST,8060,1.0,0,100.0
DSST,8060,1.0,1,100.0
DSST,8047,2.0,0,100.0
DSST,8047,2.0,1,98.30508474576271
DSST,8011,3.0,0,100.0
DSST,8011,3.0,1,98.57142857142858
DSST,8038,2.0,0,100.0
DSST,8038,2.0,1,98.0392156862745
DSST,8046,2.0,0,100.0
DSST,8046,2.0,1,98.27586206896551
DSST,8023,2.0,0,100.0
DSST,8023,2.0,1,98.14814814814815
DSST,8037,2.0,0,100.0
DSST,8037,2.0,1,98.0392156862745
DSST,9009,3.0,0,100.0
DSST,9009,3.0,1,98.0392156862745
DSST,8054,2.0,0,100.0
DSST,8054,2.0,1,100.0
DSST,9024,2.0,0,100.0
DSST,9024,2.0,1,100.0
DSST,8051,2.0,0,100.0
DSST,8051,2.0,1,98.21428571428571
DSST,8035,3.0,0,100.0
DSST,8035,3.0,1,98.14814814814815
DSST,8026,3.0,0,100.0
DSST,8026,3.0,1,98.38709677419355
DSST,9023,2.0,0,100.0
DSST,9023,2.0,1,98.07692307692307
DSST,8067,1.0,0,100.0
DSST,8067,1.0,1,97.91666666666666
DSST,9031,1.0,0,100.0
DSST,9031,1.0,1,100.0
DSST,8064,1.0,0,100.0
DSST,8064,1.0,1,97.77777777777777
DSST,8068,1.0,0,100.0
DSST,8068,1.0,1,97.36842105263158
DSST,9015,3.0,0,100.0
DSST,9015,3.0,1,98.46153846153847
DSST,8009,2.0,0,100.0
DSST,8009,2.0,1,100.0
DSST,8018,3.0,0,100.0
DSST,8018,3.0,1,100.0
DSST,9999,,0,100.0
DSST,9999,,1,98.07692307692307
DSST,8058,2.0,0,100.0
DSST,8058,2.0,1,98.52941176470588
DSST,7176,1.0,0,100.0
DSST,7176,1.0,1,97.82608695652173
DSST,7186,1.0,0,100.0
DSST,7186,1.0,1,98.11320754716981
DSST,7188,1.0,0,100.0
DSST,7188,1.0,1,97.77777777777777
DSST,7197,1.0,0,100.0
DSST,7197,1.0,1,100.0
DSST,7201,1.0,0,100.0
DSST,7201,1.0,1,97.82608695652173
DSST,7181,1.0,0,100.0
DSST,7181,1.0,1,98.18181818181819
DSST,7215,1.0,0,100.0
DSST,7215,1.0,1,98.0392156862745
DSST,7055,1.0,0,100.0
DSST,7055,1.0,1,100.0
DSST,7208,1.0,0,100.0
DSST,7208,1.0,1,100.0
DSST,7214,1.0,0,100.0
DSST,7214,1.0,1,98.21428571428571
DSST,7219,1.0,0,100.0
DSST,7219,1.0,1,98.0392156862745
DSST,7199,1.0,0,100.0
DSST,7199,1.0,1,97.67441860465115
DSST,7171,1.0,0,100.0
DSST,7171,1.0,1,100.0
DSST,7223,1.0,0,100.0
DSST,7223,1.0,1,97.77777777777777
DSST,7700,1.0,0,100.0
DSST,7700,1.0,1,97.95918367346938
DSST,7701,1.0,0,100.0
DSST,7701,1.0,1,97.87234042553192
DSST,7703,1.0,0,100.0
DSST,7703,1.0,1,100.0
DSST,7231,1.0,0,100.0
DSST,7231,1.0,1,98.07692307692307
DSST,7238,1.0,0,100.0
DSST,7238,1.0,1,96.22641509433963
DSST,7233,1.0,0,100.0
DSST,7233,1.0,1,98.0
DSST,9005,3.0,0,100.0
DSST,9005,3.0,1,97.91666666666666
DSST,8053,2.0,0,100.0
DSST,8053,2.0,1,100.0
DSST,8040,2.0,0,100.0
DSST,8040,2.0,1,100.0
DSST,8050,2.0,0,100.0
DSST,8050,2.0,1,98.21428571428571
DSST,8019,3.0,0,100.0
DSST,8019,3.0,1,98.24561403508771
DSST,8009,1.0,0,100.0
DSST,8009,1.0,1,98.30508474576271
DSST,9010,2.0,0,100.0
DSST,9010,2.0,1,96.29629629629629
DSST,9019,2.0,0,100.0
DSST,9019,2.0,1,98.21428571428571
DSST,9017,2.0,0,100.0
DSST,9017,2.0,1,100.0
DSST,8063,1.0,0,100.0
DSST,8063,1.0,1,100.0
DSST,8016,3.0,0,100.0
DSST,8016,3.0,1,100.0
DSST,8014,3.0,0,100.0
DSST,8014,3.0,1,98.27586206896551
DSST,9013,3.0,0,100.0
DSST,9013,3.0,1,98.27586206896551
DSST,8048,2.0,0,100.0
DSST,8048,2.0,1,98.27586206896551
DSST,8060,2.0,0,100.0
DSST,8060,2.0,1,100.0
DSST,8070,1.0,0,100.0
DSST,8070,1.0,1,98.33333333333333
DSST,8074,1.0,0,100.0
DSST,8074,1.0,1,97.87234042553192
DSST,8069,1.0,0,100.0
DSST,8069,1.0,1,100.0
DSST,8075,1.0,0,100.0
DSST,8075,1.0,1,98.21428571428571
DSST,9033,1.0,0,100.0
DSST,9033,1.0,1,100.0
DSST,8039,3.0,0,100.0
DSST,8039,3.0,1,100.0
DSST,8073,,0,100.0
DSST,8073,,1,98.18181818181819
DSST,9029,1.0,0,100.0
DSST,9029,1.0,1,97.95918367346938
DSST,7177,1.0,0,100.0
DSST,7177,1.0,1,97.5609756097561
DSST,7192,1.0,0,100.0
DSST,7192,1.0,1,98.52941176470588
DSST,7191,1.0,0,100.0
DSST,7191,1.0,1,98.27586206896551
DSST,7183,1.0,0,100.0
DSST,7183,1.0,1,98.18181818181819
DSST,7190,1.0,0,100.0
DSST,7190,1.0,1,98.27586206896551
DSST,7194,1.0,0,100.0
DSST,7194,1.0,1,98.21428571428571
DSST,7203,1.0,0,100.0
DSST,7203,1.0,1,98.21428571428571
DSST,7206,1.0,0,100.0
DSST,7206,1.0,1,98.18181818181819
DSST,7207,1.0,0,100.0
DSST,7207,1.0,1,98.27586206896551
DSST,7216,1.0,0,100.0
DSST,7216,1.0,1,100.0
DSST,7212,1.0,0,100.0
DSST,7212,1.0,1,100.0
DSST,7195,1.0,0,100.0
DSST,7195,1.0,1,98.30508474576271
DSST,7213,1.0,0,100.0
DSST,7213,1.0,1,98.18181818181819
DSST,7225,1.0,0,100.0
DSST,7225,1.0,1,98.07692307692307
DSST,7220,1.0,0,100.0
DSST,7220,1.0,1,100.0
DSST,7702,1.0,0,100.0
DSST,7702,1.0,1,97.36842105263158
DSST,7222,1.0,0,100.0
DSST,7222,1.0,1,100.0
DSST,7704,,0,100.0
DSST,7704,,1,97.67441860465115
DSST,7234,1.0,0,100.0
DSST,7234,1.0,1,98.27586206896551
DSST,9023,1.0,0,100.0
DSST,9023,1.0,1,98.07692307692307
DSST,9024,1.0,0,100.0
DSST,9024,1.0,1,100.0
DSST,9015,2.0,0,100.0
DSST,9015,2.0,1,98.57142857142858
DSST,8020,3.0,0,100.0
DSST,8020,3.0,1,97.87234042553192
DSST,8061,1.0,0,100.0
DSST,8061,1.0,1,100.0
DSST,8031,3.0,0,100.0
DSST,8031,3.0,1,98.11320754716981
DSST,8017,3.0,0,100.0
DSST,8017,3.0,1,100.0
DSST,8036,2.0,0,100.0
DSST,8036,2.0,1,97.43589743589743
DSST,8032,2.0,0,100.0
DSST,8032,2.0,1,98.24561403508771
DSST,8052,2.0,0,100.0
DSST,8052,2.0,1,98.11320754716981
DSST,8022,3.0,0,100.0
DSST,8022,3.0,1,100.0
DSST,8030,3.0,0,100.0
DSST,8030,3.0,1,97.95918367346938
DSST,9021,2.0,0,100.0
DSST,9021,2.0,1,98.0392156862745
DSST,8058,1.0,0,100.0
DSST,8058,1.0,1,98.55072463768117
DSST,8065,1.0,0,100.0
DSST,8065,1.0,1,98.30508474576271
DSST,8012,3.0,0,100.0
DSST,8012,3.0,1,98.46153846153847
DSST,8056,2.0,0,100.0
DSST,8056,2.0,1,98.0
DSST,9028,1.0,0,100.0
DSST,9028,1.0,1,98.0392156862745
DSST,9034,1.0,0,100.0
DSST,9034,1.0,1,100.0
DSST,8047,3.0,0,100.0
DSST,8047,3.0,1,98.21428571428571
DSST,8023,,0,100.0
DSST,8023,,1,98.14814814814815
DSST,8072,1.0,0,100.0
DSST,8072,1.0,1,98.0392156862745
DSST,8063,2.0,0,100.0
DSST,8063,2.0,1,98.27586206896551
DSST,8076,1.0,0,100.0
DSST,8076,1.0,1,98.30508474576271
DSST,7182,1.0,0,100.0
DSST,7182,1.0,1,100.0
DSST,7189,1.0,0,100.0
DSST,7189,1.0,1,98.21428571428571
DSST,7173,1.0,0,100.0
DSST,7173,1.0,1,97.87234042553192
DSST,7187,1.0,0,100.0
DSST,7187,1.0,1,98.24561403508771
DSST,7196,1.0,0,100.0
DSST,7196,1.0,1,97.5609756097561
DSST,7200,1.0,0,100.0
DSST,7200,1.0,1,98.14814814814815
DSST,7211,1.0,0,100.0
DSST,7211,1.0,1,98.0
DSST,7209,1.0,0,100.0
DSST,7209,1.0,1,98.24561403508771
DSST,7204,1.0,0,100.0
DSST,7204,1.0,1,98.27586206896551
DSST,7218,1.0,0,100.0
DSST,7218,1.0,1,100.0
DSST,7221,1.0,0,100.0
DSST,7221,1.0,1,97.87234042553192
DSST,7202,1.0,0,100.0
DSST,7202,1.0,1,98.21428571428571
DSST,7226,1.0,0,100.0
DSST,7226,1.0,1,98.48484848484848
DSST,7227,1.0,0,100.0
DSST,7227,1.0,1,98.59154929577466
DSST,7205,1.0,0,100.0
DSST,7205,1.0,1,97.72727272727273
DSST,7230,1.0,0,100.0
DSST,7230,1.0,1,97.87234042553192
DSST,7235,1.0,0,100.0
DSST,7235,1.0,1,98.21428571428571
