task,subject_id,session,condition,accuracy
LC,8048,2.0,2,88.88888888888889
LC,8060,2.0,1,90.47619047619048
LC,8060,2.0,2,85.71428571428571
LC,8070,1.0,1,88.46153846153845
LC,8070,1.0,2,66.66666666666666
LC,8074,1.0,1,91.66666666666666
LC,8074,1.0,2,87.5
LC,8069,1.0,1,94.44444444444444
LC,8069,1.0,2,81.81818181818183
LC,8075,1.0,1,95.0
LC,8075,1.0,2,90.9090909090909
LC,9033,1.0,1,89.47368421052632
LC,9033,1.0,2,90.9090909090909
LC,8039,3.0,1,88.0
LC,8039,3.0,2,85.0
LC,8073,,1,92.0
LC,8073,,2,76.47058823529412
LC,9029,1.0,1,80.0
LC,9029,1.0,2,85.71428571428571
LC,7177,1.0,1,94.73684210526315
LC,7177,1.0,2,69.23076923076923
LC,7192,1.0,1,83.33333333333334
LC,7192,1.0,2,90.9090909090909
LC,7191,1.0,1,90.0
LC,7191,1.0,2,92.3076923076923
LC,7183,1.0,1,90.0
LC,7183,1.0,2,92.3076923076923
LC,7190,1.0,1,83.33333333333334
LC,7190,1.0,2,73.33333333333333
LC,7194,1.0,1,94.73684210526315
LC,7194,1.0,2,84.61538461538461
LC,7203,1.0,1,95.0
LC,7203,1.0,2,85.71428571428571
LC,7206,1.0,1,95.0
LC,7206,1.0,2,71.42857142857143
LC,7207,1.0,1,94.73684210526315
LC,7207,1.0,2,84.61538461538461
LC,7216,1.0,1,80.0
LC,7216,1.0,2,90.9090909090909
LC,7212,1.0,1,94.44444444444444
LC,7212,1.0,2,83.33333333333334
LC,7195,1.0,1,90.47619047619048
LC,7195,1.0,2,90.9090909090909
LC,7213,1.0,1,88.88888888888889
