task,subject_id,session,condition,accuracy,mean_rt
AF,7718,1,con,91.66666666666666,757.0277777777778
AF,7718,1,inc,91.66666666666666,797.4305555555555
AF,7721,nan,con,91.66666666666666,533.6805555555555
AF,7721,nan,inc,94.44444444444444,608.5694444444445
AF,7722,1,con,87.5,874.6944444444445
AF,7722,1,inc,81.94444444444444,873.1527777777778
AF,7723,nan,con,94.44444444444444,723.9583333333334
AF,7723,nan,inc,93.05555555555556,784.6805555555555
AF,7724,1,con,95.83333333333334,732.0833333333334
AF,7724,1,inc,97.22222222222221,748.1944444444445
AF,7726,1,con,91.66666666666666,569.5
AF,7726,1,inc,86.11111111111111,649.0
AF,7727,1,con,90.27777777777779,702.7361111111111
AF,7727,1,inc,91.66666666666666,738.0138888888889
AF,7728,1,con,95.83333333333334,756.2083333333334
AF,7728,1,inc,98.61111111111111,735.1805555555555
AF,7729,1,con,86.11111111111111,638.3055555555555
AF,7729,1,inc,72.22222222222221,696.3611111111111
AF,7730,1,con,97.22222222222221,774.0833333333334
AF,7730,1,inc,90.27777777777779,791.9861111111111
AF,7732,1,con,93.05555555555556,520.125
AF,7732,1,inc,91.66666666666666,545.5277777777778
AF,7733,1,con,90.27777777777779,636.2777777777778
AF,7733,1,inc,94.44444444444444,770.0277777777778
AF,7734,1,con,58.75,484.9125
AF,7734,1,inc,61.25000000000001,501.55
AF,7736,1,con,94.44444444444444,570.5694444444445
AF,7736,1,inc,95.83333333333334,605.0416666666666
AF,7738,1,con,98.61111111111111,532.9027777777778
AF,7738,1,inc,87.5,639.125
AF,7741,1,con,95.83333333333334,785.6944444444445
AF,7741,1,inc,98.61111111111111,854.1666666666666
AF,7742,1,con,90.0,789.125
AF,7742,1,inc,93.75,761.175
AF,7743,1,con,91.25,675.6125
AF,7743,1,inc,87.5,704.95
AF,7744,1,con,98.61111111111111,565.7638888888889
AF,7744,1,inc,98.61111111111111,565.2777777777778
AF,7745,1,con,100.0,578.1527777777778
AF,7745,1,inc,100.0,639.6805555555555
AF,8000,1,con,91.66666666666666,652.0138888888889
AF,8000,1,inc,91.66666666666666,665.875
AF,8000,2,con,97.22222222222221,644.0555555555555
AF,8000,2,inc,97.22222222222221,675.5
AF,8000,3,con,97.22222222222221,636.3472222222222
AF,8000,3,inc,95.83333333333334,664.4305555555555
AF,8001,1,con,95.83333333333334,653.9027777777778
AF,8001,1,inc,97.22222222222221,643.2222222222222
AF,8002,1,con,97.22222222222221,561.5416666666666
AF,8002,1,inc,97.22222222222221,595.0
AF,8002,2,con,97.22222222222221,656.1388888888889
AF,8002,2,inc,95.83333333333334,656.3888888888889
AF,8002,3,con,98.61111111111111,552.9166666666666
AF,8002,3,inc,100.0,622.9444444444445
AF,8003,1,con,98.61111111111111,590.8194444444445
AF,8003,1,inc,98.61111111111111,603.5555555555555
AF,8003,2,con,93.05555555555556,616.1388888888889
AF,8003,2,inc,97.22222222222221,645.5694444444445
AF,8003,3,con,95.83333333333334,610.2083333333334
AF,8003,3,inc,97.22222222222221,623.6527777777778
AF,8004,1,con,91.66666666666666,645.0833333333334
AF,8004,1,inc,94.44444444444444,648.0555555555555
AF,8004,2,con,93.05555555555556,584.2361111111111
AF,8004,2,inc,95.83333333333334,623.1666666666666
AF,8005,1,con,100.0,499.7361111111111
AF,8005,1,inc,98.61111111111111,559.4861111111111
AF,8005,2,con,94.44444444444444,436.5833333333333
AF,8005,2,inc,97.22222222222221,479.375
AF,8005,3,con,95.83333333333334,378.625
AF,8005,3,inc,94.44444444444444,477.05555555555554
AF,8006,1,con,93.05555555555556,417.34722222222223
AF,8006,1,inc,94.44444444444444,483.22222222222223
AF,8006,2,con,97.22222222222221,425.22222222222223
AF,8006,2,inc,97.22222222222221,458.0
AF,8006,3,con,95.83333333333334,413.56944444444446
AF,8006,3,inc,93.05555555555556,451.4861111111111
AF,8007,1,con,87.5,679.1111111111111
AF,8007,1,inc,90.27777777777779,694.0416666666666
AF,8008,1,con,100.0,813.2777777777778
