task,subject_id,session,condition,count_correct
DSST,9048,1,0,1
DSST,9048,1,1,29
DSST,9050,1,0,1
DSST,9050,1,1,49
DSST,9051,1,0,1
DSST,9051,1,1,53
DSST,9054,1,0,1
DSST,9054,1,1,51
DSST,9056,1,0,1
DSST,9056,1,1,52
DSST,9057,1,0,1
DSST,9057,1,1,48
DSST,9999,1,0,1
DSST,9999,1,1,46
DSST,9999,nan,0,1
DSST,9999,nan,1,51
LC,1111,1,1,15
LC,1111,1,2,16
LC,1474,1,1,18
LC,1474,1,2,9
LC,7000,1,1,20
LC,7000,1,2,10
LC,7001,1,1,20
LC,7001,1,2,15
LC,7002,1,1,16
LC,7002,1,2,12
LC,7003,1,1,19
LC,7003,1,2,14
LC,7004,1,1,19
LC,7004,1,2,10
LC,7005,1,1,18
LC,7005,1,2,9
LC,7006,1,1,22
LC,7006,1,2,12
LC,7007,1,1,16
LC,7007,1,2,10
LC,7008,1,1,19
LC,7008,1,2,8
LC,7009,1,1,16
LC,7009,1,2,13
LC,7010,1,1,21
LC,7010,1,2,15
LC,7012,1,1,19
LC,7012,1,2,10
LC,7013,1,1,19
LC,7013,1,2,10
LC,7014,1,1,19
LC,7014,1,2,10
LC,7015,1,1,17
LC,7015,1,2,11
LC,7016,1,1,19
LC,7016,1,2,10
LC,7017,1,1,15
LC,7017,1,2,9
LC,7018,1,1,17
LC,7018,1,2,11
LC,7019,1,1,19
LC,7019,1,2,10
LC,7020,1,1,20
LC,7020,1,2,18
LC,7021,1,1,20
LC,7021,1,2,11
LC,7022,1,1,16
LC,7022,1,2,12
LC,7023,1,1,17
LC,7023,1,2,12
LC,7024,1,1,18
LC,7024,1,2,13
LC,7025,1,1,21
LC,7025,1,2,13
LC,7026,1,1,20
LC,7026,1,2,19
LC,7027,1,1,17
LC,7027,1,2,13
LC,7028,1,1,19
LC,7028,1,2,11
LC,7029,1,1,16
LC,7029,1,2,12
LC,7030,1,1,18
LC,7030,1,2,9
LC,7031,1,1,21
LC,7031,1,1,21
LC,7031,1,2,16
LC,7031,1,2,16
LC,7032,1,1,16
LC,7032,1,2,11
LC,7033,1,1,18
LC,7033,1,2,11
LC,7034,1,1,20
LC,7034,1,2,16
LC,7035,1,1,21
LC,7035,1,2,17
LC,7037,1,1,17
LC,7037,1,2,7
LC,7039,1,1,16
LC,7039,1,2,8
LC,7040,1,1,20
LC,7040,1,2,15
LC,7041,1,1,17
LC,7041,1,2,11
LC,7042,1,1,22
LC,7042,1,2,10
LC,7043,1,1,15
LC,7043,1,2,10
LC,7044,1,1,16
LC,7044,1,2,8
LC,7045,1,1,18
LC,7045,1,2,9
LC,7046,1,1,20
LC,7046,1,2,14
LC,7047,1,1,21
LC,7047,1,2,11
LC,7048,1,1,17
LC,7048,1,2,10
LC,7049,1,1,22
LC,7049,1,2,15
LC,7050,1,1,20
LC,7050,1,2,9
LC,7052,1,1,18
LC,7052,1,2,14
LC,7053,1,1,22
LC,7053,1,2,15
LC,7054,1,1,21
LC,7054,1,2,14
LC,7055,1,1,14
LC,7055,1,2,9
LC,7056,1,1,15
LC,7056,1,2,14
LC,7057,1,1,12
LC,7057,1,2,6
LC,7058,1,1,21
LC,7058,1,2,15
LC,7059,1,1,18
LC,7059,1,2,15
LC,7061,1,1,22
LC,7061,1,2,16
LC,7062,1,1,17
LC,7062,1,2,12
LC,7063,1,1,19
LC,7063,1,2,12
LC,7064,1,1,19
LC,7064,1,2,13
LC,7065,1,1,17
LC,7065,1,2,10
LC,7067,1,1,14
