task,subject_id,session,condition,count_correct,mean_rt,accuracy
FN,8038,3,1,75,1641.3703703703704,92.5925925925926
FN,8039,1,1,63,1067.8765432098764,77.77777777777779
FN,8039,1,2,8,1129.6666666666667,88.88888888888889
FN,8039,2,1,74,1511.1728395061727,91.35802469135803
FN,8039,3,1,72,1011.1975308641976,88.88888888888889
FN,8040,1,1,74,1540.641975308642,91.35802469135803
FN,8040,2,1,71,1892.037037037037,87.65432098765432
FN,8040,3,1,71,1540.320987654321,87.65432098765432
FN,8042,1,1,75,1868.148148148148,92.5925925925926
FN,8042,1,2,6,1744.6666666666667,66.66666666666666
FN,8046,1,1,62,1176.6172839506173,76.5432098765432
FN,8046,2,1,59,1104.4197530864199,72.8395061728395
FN,8046,3,1,68,1470.1728395061727,83.9506172839506
FN,8046,3,2,7,1370.0,77.77777777777779
FN,8047,1,1,73,1085.6049382716049,90.12345679012346
FN,8047,2,1,68,1117.530864197531,83.9506172839506
FN,8047,3,1,73,1752.1234567901236,90.12345679012346
FN,8048,1,1,70,1319.2716049382716,86.41975308641975
FN,8048,2,1,76,1659.1851851851852,93.82716049382715
FN,8048,3,1,68,1169.641975308642,83.9506172839506
FN,8048,3,2,8,972.0,88.88888888888889
FN,8050,1,1,69,1149.8148148148148,85.18518518518519
FN,8050,2,1,76,1143.320987654321,93.82716049382715
FN,8051,1,1,64,1116.5555555555557,79.01234567901234
FN,8051,2,1,69,1335.9753086419753,85.18518518518519
FN,8051,3,1,72,1459.79012345679,88.88888888888889
FN,8052,1,1,67,1231.037037037037,82.71604938271605
FN,8052,2,1,68,1014.5185185185185,83.9506172839506
FN,8052,3,1,73,1406.111111111111,90.12345679012346
FN,8053,1,1,68,1497.5185185185185,83.9506172839506
FN,8053,1,2,9,1562.6666666666667,100.0
FN,8053,2,1,68,1491.3333333333333,83.9506172839506
FN,8053,2,2,8,1387.6666666666667,88.88888888888889
FN,8053,nan,1,72,1521.9259259259259,88.88888888888889
FN,8054,1,1,71,1445.8765432098764,87.65432098765432
FN,8054,2,1,68,1374.148148148148,83.9506172839506
FN,8056,1,1,68,1202.7283950617284,83.9506172839506
FN,8056,2,1,69,1215.358024691358,85.18518518518519
FN,8056,3,1,71,1324.20987654321,87.65432098765432
FN,8058,1,1,64,1483.3333333333333,79.01234567901234
FN,8058,1,2,8,1384.3333333333333,88.88888888888889
FN,8058,2,1,69,1750.7037037037037,85.18518518518519
FN,8058,2,2,8,1335.0,88.88888888888889
FN,8060,1,1,76,1312.111111111111,93.82716049382715
FN,8060,1,2,8,1519.3333333333333,88.88888888888889
FN,8060,2,1,73,1432.4814814814815,90.12345679012346
FN,8060,2,2,9,1293.3333333333333,100.0
FN,8060,3,1,70,1071.3086419753085,86.41975308641975
FN,8061,1,1,69,2229.0,85.18518518518519
FN,8063,2,1,67,1238.9135802469136,82.71604938271605
FN,8064,1,1,64,1368.8024691358025,79.01234567901234
FN,8064,1,2,8,1576.0,88.88888888888889
FN,8064,2,1,63,1303.6296296296296,77.77777777777779
FN,8065,1,1,70,1179.3950617283951,86.41975308641975
FN,8065,2,1,70,942.7777777777778,86.41975308641975
FN,8066,2,1,71,1511.7283950617284,87.65432098765432
FN,8067,1,1,70,1374.0740740740741,86.41975308641975
FN,8067,1,2,8,1602.3333333333333,88.88888888888889
FN,8068,1,1,67,1653.5925925925926,82.71604938271605
FN,8068,2,1,68,1475.7530864197531,83.9506172839506
FN,8069,1,1,69,1494.2222222222222,85.18518518518519
FN,8069,2,1,73,1459.0987654320988,90.12345679012346
FN,8070,1,1,78,1747.4444444444443,96.29629629629629
FN,8070,2,1,74,1488.7654320987654,91.35802469135803
FN,8072,1,1,60,1176.358024691358,74.07407407407408
FN,8072,2,1,58,1110.8148148148148,71.60493827160494
FN,8072,2,2,4,1502.6666666666667,44.44444444444444
FN,8073,2,1,71,1610.1975308641975,87.65432098765432
FN,8073,nan,1,70,1455.1358024691358,86.41975308641975
FN,8073,nan,2,6,2113.222222222222,66.66666666666666
FN,8074,1,1,76,2208.543209876543,93.82716049382715
FN,8074,2,1,75,1767.0987654320988,92.5925925925926
FN,8075,1,1,65,1928.5802469135801,80.24691358024691
FN,8075,1,2,6,2049.8888888888887,66.66666666666666
FN,8075,nan,1,69,2205.0864197530864,85.18518518518519
FN,8076,1,1,69,1691.5432098765432,85.18518518518519
FN,8076,2,1,74,1544.3950617283951,91.35802469135803
FN,8079,2,1,68,1473.4444444444443,83.9506172839506
FN,8079,2,2,8,1355.2222222222222,88.88888888888889
FN,8080,1,1,69,1919.0246913580247,85.18518518518519
FN,8080,1,2,6,1620.888888888889,66.66666666666666
FN,8083,1,1,68,1837.530864197531,83.9506172839506
FN,8083,nan,1,71,1140.567901234568,87.65432098765432
FN,8084,1,1,64,1612.0123456790122,79.01234567901234
FN,8084,1,2,6,1750.6666666666667,66.66666666666666
FN,8084,2,1,67,1380.1728395061727,82.71604938271605
FN,8085,1,1,68,1161.4197530864199,83.9506172839506
FN,8088,1,1,68,1753.2469135802469,83.9506172839506
FN,8090,1,1,69,1141.1358024691358,85.18518518518519
FN,8092,1,1,73,1416.5432098765432,90.12345679012346
FN,8093,1,1,72,1772.641975308642,88.88888888888889
FN,9002,1,1,71,2076.2345679012346,87.65432098765432
FN,9002,3,1,66,1740.8395061728395,81.48148148148148
FN,9003,1,1,67,1222.0740740740741,82.71604938271605
FN,9003,1,2,6,1294.2222222222222,66.66666666666666
FN,9003,3,1,71,1358.3703703703704,87.65432098765432
FN,9004,1,1,69,1539.7407407407406,85.18518518518519
FN,9005,1,1,62,1157.8641975308642,76.5432098765432
FN,9005,2,1,72,1267.148148148148,88.88888888888889
FN,9005,3,1,67,1253.9753086419753,82.71604938271605
FN,9007,1,1,71,1645.7407407407406,87.65432098765432
FN,9007,1,2,8,1458.3333333333333,88.88888888888889
FN,9008,1,1,61,1374.320987654321,75.30864197530865
FN,9008,1,2,8,1471.4444444444443,88.88888888888889
FN,9009,1,1,74,1664.6296296296296,91.35802469135803
FN,9009,1,2,7,1754.5555555555557,77.77777777777779
FN,9009,2,1,74,1651.6172839506173,91.35802469135803
FN,9009,3,1,71,1435.9382716049383,87.65432098765432
FN,9010,1,1,68,1286.0246913580247,83.9506172839506
FN,9010,2,1,67,1747.7037037037037,82.71604938271605
FN,9010,3,1,65,1466.0740740740741,80.24691358024691
FN,9011,1,1,68,1656.7777777777778,83.9506172839506
FN,9011,1,2,8,1241.2222222222222,88.88888888888889
FN,9013,1,1,69,1782.2962962962963,85.18518518518519
FN,9013,2,1,73,1749.567901234568,90.12345679012346
FN,9013,3,1,73,1136.3333333333333,90.12345679012346
FN,9014,1,1,67,1353.1975308641975,82.71604938271605
FN,9014,1,2,8,1450.5555555555557,88.88888888888889
FN,9015,1,1,73,1012.7777777777778,90.12345679012346
FN,9015,1,2,8,1285.3333333333333,88.88888888888889
FN,9015,2,1,69,1093.6543209876543,85.18518518518519
FN,9015,3,1,68,985.7777777777778,83.9506172839506
FN,9017,1,1,64,1871.0,79.01234567901234
FN,9017,1,2,5,1840.5555555555557,55.55555555555556
FN,9017,2,1,74,1782.679012345679,91.35802469135803
FN,9017,3,1,66,1201.320987654321,81.48148148148148
FN,9017,3,2,8,1228.888888888889,88.88888888888889
FN,9018,1,1,64,2033.9382716049383,79.01234567901234
FN,9019,1,1,74,1764.6543209876543,91.35802469135803
FN,9019,2,1,77,1680.8148148148148,95.06172839506173
FN,9019,3,1,73,1124.8641975308642,90.12345679012346
FN,9020,1,1,65,2013.0987654320988,80.24691358024691
FN,9020,1,2,6,2282.3333333333335,66.66666666666666
FN,9021,1,1,69,1589.0246913580247,85.18518518518519
FN,9021,2,1,70,1810.1728395061727,86.41975308641975
FN,9021,3,1,69,1682.530864197531,85.18518518518519
FN,9023,1,1,76,1677.6049382716049,93.82716049382715
FN,9023,1,2,8,1518.5555555555557,88.88888888888889
FN,9023,2,1,75,1994.0123456790122,92.5925925925926
FN,9023,3,1,67,1547.679012345679,82.71604938271605
FN,9023,3,2,7,1505.4444444444443,77.77777777777779
FN,9024,1,1,66,1332.2345679012346,81.48148148148148
FN,9024,2,1,66,1226.5432098765432,81.48148148148148
FN,9024,2,2,7,1781.2222222222222,77.77777777777779
FN,9024,3,1,66,1401.0617283950617,81.48148148148148
FN,9028,1,1,65,1731.6913580246915,80.24691358024691
FN,9028,2,1,66,2130.6913580246915,81.48148148148148
FN,9029,1,1,71,1568.7530864197531,87.65432098765432
FN,9029,2,1,67,1362.3827160493827,82.71604938271605
FN,9030,1,1,68,1385.20987654321,83.9506172839506
FN,9030,1,2,6,1644.4444444444443,66.66666666666666
FN,9031,1,1,71,1371.3703703703704,87.65432098765432
FN,9031,2,1,70,1226.1234567901236,86.41975308641975
FN,9033,1,1,21,1234.9753086419753,25.925925925925924
FN,9033,1,2,2,1543.7777777777778,22.22222222222222
FN,9033,2,1,64,1631.0,79.01234567901234
FN,9034,1,1,71,1089.9012345679012,87.65432098765432
FN,9034,1,2,6,1430.111111111111,66.66666666666666
FN,9034,2,1,72,1125.8148148148148,88.88888888888889
FN,9035,1,1,66,1251.641975308642,81.48148148148148
FN,9035,1,2,6,1697.0,66.66666666666666
FN,9038,1,1,67,1601.6049382716049,82.71604938271605
FN,9045,1,1,66,1233.7530864197531,81.48148148148148
FN,9047,1,1,62,1393.6543209876543,76.5432098765432
FN,9047,1,2,5,1873.888888888889,55.55555555555556
FN,9048,1,1,64,1452.0123456790122,79.01234567901234
FN,9048,1,2,4,2093.1111111111113,44.44444444444444
FN,9050,1,1,64,1574.4074074074074,79.01234567901234
FN,9050,1,2,8,1381.0,88.88888888888889
FN,9051,1,1,73,1879.9382716049383,90.12345679012346
FN,9054,1,1,77,1673.5925925925926,95.06172839506173
FN,9056,1,1,69,1324.0987654320988,85.18518518518519
FN,9057,1,1,72,1392.3333333333333,88.88888888888889
FN,9999,1,1,69,1016.0123456790124,85.18518518518519
FN,9999,nan,1,57,860.0123456790124,70.37037037037037
FN,9999,nan,2,7,1094.7777777777778,77.77777777777779
SM,1474,1,1,74,1585.6818181818182,84.0909090909091
SM,7000,1,1,57,1497.8181818181818,64.77272727272727
SM,7000,1,2,5,1298.25,62.5
SM,7001,1,1,75,1360.6477272727273,85.22727272727273
SM,7002,1,1,60,1635.590909090909,68.18181818181817
SM,7002,1,2,3,1612.0,37.5
SM,7003,1,1,70,1375.1363636363637,79.54545454545455
SM,7004,1,1,55,1321.8181818181818,62.5
SM,7005,1,1,65,1356.0,73.86363636363636
SM,7006,1,1,72,1259.875,81.81818181818183
SM,7007,1,1,43,1508.9545454545455,48.86363636363637
SM,7008,1,1,48,1295.6818181818182,54.54545454545454
SM,7008,1,2,4,1270.25,50.0
SM,7009,1,1,70,1433.215909090909,79.54545454545455
SM,7010,1,1,61,1414.3636363636363,69.31818181818183
SM,7012,1,1,64,1448.2954545454545,72.72727272727273
SM,7013,1,1,62,1148.0454545454545,70.45454545454545
SM,7014,1,1,52,1788.4772727272727,59.09090909090909
SM,7015,1,1,67,1385.409090909091,76.13636363636364
SM,7016,1,1,75,1377.1477272727273,85.22727272727273
SM,7017,1,1,63,1466.0454545454545,71.5909090909091
SM,7018,1,1,73,1249.3863636363637,82.95454545454545
SM,7018,1,2,6,1224.25,75.0
SM,7019,1,1,55,1000.1477272727273,62.5
SM,7019,1,2,5,1442.625,62.5
SM,7020,1,1,62,1343.9431818181818,70.45454545454545
SM,7021,1,1,63,1653.465909090909,71.5909090909091
SM,7022,1,1,76,1417.8181818181818,86.36363636363636
SM,7023,1,1,60,1602.409090909091,68.18181818181817
SM,7023,1,2,7,1573.375,87.5
SM,7024,1,1,75,1339.9772727272727,85.22727272727273
SM,7025,1,1,64,1414.1477272727273,72.72727272727273
SM,7026,1,1,83,1237.4545454545455,94.31818181818183
SM,7027,1,1,74,1498.375,84.0909090909091
SM,7028,1,1,72,1420.25,81.81818181818183
SM,7029,1,1,64,1320.9431818181818,72.72727272727273
SM,7030,1,1,73,1547.3522727272727,82.95454545454545
SM,7031,1,1,48,1329.5795454545455,54.54545454545454
SM,7031,1,1,48,1329.5795454545455,54.54545454545454
SM,7031,1,2,5,1080.0,62.5
SM,7031,1,2,5,1080.0,62.5
SM,7032,1,1,67,1494.9431818181818,76.13636363636364
SM,7032,1,2,4,1484.5,50.0
SM,7033,1,1,56,1524.9886363636363,63.63636363636363
SM,7033,1,2,3,1550.75,37.5
SM,7034,1,1,46,1269.2727272727273,52.27272727272727
SM,7034,1,2,5,913.25,62.5
SM,7035,1,1,67,1244.9545454545455,76.13636363636364
SM,7037,1,1,32,1581.75,36.36363636363637
SM,7037,1,2,4,1354.5,50.0
SM,7039,1,1,58,1570.8295454545455,65.9090909090909
SM,7040,1,1,70,1402.7727272727273,79.54545454545455
SM,7040,1,2,7,1480.25,87.5
SM,7041,1,1,67,1459.1704545454545,76.13636363636364
SM,7042,1,1,62,1517.0113636363637,70.45454545454545
SM,7042,1,2,5,1574.25,62.5
SM,7043,1,1,72,1401.1363636363637,81.81818181818183
SM,7043,1,2,7,1412.375,87.5
SM,7044,1,1,50,1149.6022727272727,56.81818181818182
SM,7045,1,1,51,1687.0,57.95454545454546
SM,7046,1,1,69,1319.2954545454545,78.4090909090909
SM,7047,1,1,60,1374.3636363636363,68.18181818181817
SM,7048,1,1,63,1530.465909090909,71.5909090909091
SM,7048,1,2,3,1888.375,37.5
SM,7049,1,1,64,1412.0,72.72727272727273
SM,7050,1,1,65,1256.2954545454545,73.86363636363636
SM,7050,1,2,6,1457.25,75.0
SM,7052,1,1,66,1370.090909090909,75.0
SM,7053,1,1,76,1089.2727272727273,86.36363636363636
SM,7054,1,1,77,1298.2727272727273,87.5
SM,7055,1,1,56,1494.4431818181818,63.63636363636363
SM,7056,1,1,55,1288.9772727272727,62.5
SM,7056,1,2,6,1317.25,75.0
SM,7057,1,1,33,1539.840909090909,37.5
SM,7057,1,2,4,1418.5,50.0
SM,7058,1,1,78,1233.909090909091,88.63636363636364
SM,7059,1,1,72,1276.8863636363637,81.81818181818183
SM,7061,1,1,60,1445.0113636363637,68.18181818181817
SM,7062,1,1,66,1580.8181818181818,75.0
SM,7062,1,2,6,1622.125,75.0
SM,7063,1,1,77,1413.340909090909,87.5
SM,7064,1,1,58,1645.5681818181818,65.9090909090909
SM,7064,1,2,5,1724.125,62.5
SM,7065,1,1,54,1500.8181818181818,61.36363636363637
SM,7067,1,1,64,1580.7045454545455,72.72727272727273
SM,7067,1,2,3,1524.125,37.5
SM,7068,1,1,63,1470.7727272727273,71.5909090909091
SM,7068,1,2,7,1260.0,87.5
SM,7069,1,1,59,1596.4431818181818,67.04545454545455
SM,7070,1,1,58,1456.1818181818182,65.9090909090909
SM,7072,1,1,54,1425.3522727272727,61.36363636363637
SM,7072,1,2,7,1442.75,87.5
SM,7073,1,1,42,1625.7613636363637,47.72727272727273
SM,7073,1,2,3,1687.125,37.5
SM,7075,1,1,57,1443.8636363636363,64.77272727272727
SM,7076,1,1,78,1542.4318181818182,88.63636363636364
SM,7077,1,1,72,1444.4886363636363,81.81818181818183
SM,7078,1,1,64,1494.4545454545455,72.72727272727273
SM,7078,1,2,6,1552.625,75.0
SM,7079,1,1,62,1198.25,70.45454545454545
SM,7079,1,2,7,1255.75,87.5
SM,7080,1,1,69,1345.2954545454545,78.4090909090909
SM,7082,1,1,59,1568.9772727272727,67.04545454545455
SM,7083,1,1,71,1469.2954545454545,80.68181818181817
SM,7084,1,1,72,1406.4431818181818,81.81818181818183
SM,7085,1,1,41,1207.3522727272727,46.590909090909086
SM,7085,1,2,5,1305.375,62.5
SM,7087,1,1,75,1342.2613636363637,85.22727272727273
SM,7088,1,1,53,1459.5568181818182,60.22727272727273
SM,7088,1,2,6,1454.5,75.0
SM,7089,1,1,79,1239.909090909091,89.77272727272727
SM,7090,1,1,60,1268.125,68.18181818181817
SM,7091,1,1,54,1575.9204545454545,61.36363636363637
SM,7092,1,1,58,1339.284090909091,65.9090909090909
SM,7092,1,2,8,1483.0,100.0
SM,7093,1,1,68,1414.534090909091,77.27272727272727
SM,7094,1,1,54,1632.75,61.36363636363637
SM,7094,1,2,7,1639.75,87.5
SM,7096,1,1,58,1590.6477272727273,65.9090909090909
SM,7096,1,2,6,1525.875,75.0
SM,7097,1,1,62,1416.215909090909,70.45454545454545
SM,7098,1,1,72,1416.8636363636363,81.81818181818183
SM,7099,1,1,72,1317.0454545454545,81.81818181818183
SM,7102,1,1,61,1441.4204545454545,69.31818181818183
SM,7103,1,1,63,1592.0,71.5909090909091
SM,7104,1,1,65,1551.7272727272727,73.86363636363636
SM,7105,1,1,73,1276.5,82.95454545454545
SM,7106,1,1,67,1465.6022727272727,76.13636363636364
SM,7107,1,1,68,1259.1022727272727,77.27272727272727
SM,7108,1,1,69,1452.159090909091,78.4090909090909
SM,7109,1,1,58,1537.1477272727273,65.9090909090909
SM,7110,1,1,57,1289.0568181818182,64.77272727272727
SM,7111,1,1,65,1644.6363636363637,73.86363636363636
SM,7112,1,1,49,1397.340909090909,55.68181818181818
SM,7113,1,1,52,1680.2272727272727,59.09090909090909
SM,7114,1,1,66,1514.6363636363637,75.0
SM,7115,1,1,74,1258.3977272727273,84.0909090909091
SM,7116,1,1,51,1620.0681818181818,57.95454545454546
SM,7117,1,1,46,1718.0568181818182,52.27272727272727
SM,7117,1,2,6,1703.0,75.0
SM,7118,1,1,45,1595.3181818181818,51.13636363636363
SM,7120,1,1,66,1523.9318181818182,75.0
SM,7123,1,1,65,1414.9772727272727,73.86363636363636
SM,7123,1,2,8,1306.625,100.0
SM,7124,1,1,37,1355.7727272727273,42.04545454545455
SM,7124,1,2,4,1346.5,50.0
SM,7125,1,1,50,1551.5681818181818,56.81818181818182
SM,7126,1,1,48,1507.909090909091,54.54545454545454
SM,7128,1,1,62,1346.715909090909,70.45454545454545
SM,7129,1,1,70,1525.284090909091,79.54545454545455
SM,7130,1,1,52,1619.1136363636363,59.09090909090909
SM,7131,1,1,47,1517.8295454545455,53.40909090909091
SM,7132,1,1,70,1228.4772727272727,79.54545454545455
SM,7133,1,1,56,1743.284090909091,63.63636363636363
SM,7134,1,1,71,1376.3977272727273,80.68181818181817
SM,7136,1,1,48,1555.9545454545455,54.54545454545454
SM,7136,1,2,3,1632.75,37.5
SM,7137,1,1,44,1541.75,50.0
SM,7137,1,2,1,1883.75,12.5
SM,7137,1,3,6,1411.0,75.0
SM,7138,1,1,60,1468.1363636363637,68.18181818181817
SM,7139,1,1,68,1613.2045454545455,77.27272727272727
SM,7140,1,1,78,1402.5,88.63636363636364
SM,7141,1,1,62,1508.8181818181818,70.45454545454545
SM,7142,1,1,70,1376.0227272727273,79.54545454545455
SM,7143,1,1,54,1372.340909090909,61.36363636363637
SM,7145,1,1,73,1334.7045454545455,82.95454545454545
SM,7145,1,2,5,1697.375,62.5
SM,7146,1,1,65,1402.8295454545455,73.86363636363636
SM,7146,1,2,2,1672.625,25.0
SM,7147,1,1,61,1590.090909090909,69.31818181818183
SM,7150,1,1,49,1572.3522727272727,55.68181818181818
SM,7151,1,1,64,1476.7386363636363,72.72727272727273
SM,7152,1,1,61,1143.3636363636363,69.31818181818183
SM,7153,1,1,55,1594.2272727272727,62.5
SM,7155,1,1,40,1715.4545454545455,45.45454545454545
SM,7155,1,2,5,1820.0,62.5
SM,7156,1,1,78,1201.8977272727273,88.63636363636364
SM,7157,1,1,55,1373.0681818181818,62.5
SM,7158,1,1,64,1194.75,72.72727272727273
SM,7159,1,1,67,1532.034090909091,76.13636363636364
SM,7159,1,2,8,1555.375,100.0
SM,7160,1,1,51,1497.4204545454545,57.95454545454546
SM,7160,1,2,4,1695.0,50.0
SM,7161,1,1,64,1553.5681818181818,72.72727272727273
SM,7161,1,2,7,1454.75,87.5
SM,7164,1,1,65,1488.909090909091,73.86363636363636
SM,7165,1,1,65,1145.1931818181818,73.86363636363636
SM,7165,1,2,7,1457.25,87.5
SM,7166,1,1,39,1746.590909090909,44.31818181818182
SM,7167,1,1,58,1417.4886363636363,65.9090909090909
SM,7167,1,2,3,1588.0,37.5
SM,7167,1,3,6,1491.25,75.0
SM,7168,1,1,49,1559.590909090909,55.68181818181818
SM,7170,1,1,54,1467.659090909091,61.36363636363637
SM,7170,1,2,5,1330.375,62.5
SM,7171,1,1,77,1099.8863636363637,87.5
SM,7172,1,1,63,1435.284090909091,71.5909090909091
SM,7172,1,2,6,1482.75,75.0
SM,7173,1,1,49,1398.1477272727273,55.68181818181818
SM,7173,1,2,3,1271.375,37.5
SM,7174,1,1,50,1423.340909090909,56.81818181818182
SM,7174,1,2,5,1441.375,62.5
SM,7175,1,1,63,1479.8295454545455,71.5909090909091
SM,7176,1,1,59,1411.4772727272727,67.04545454545455
SM,7176,1,2,5,1454.75,62.5
SM,7177,1,1,60,1368.0681818181818,68.18181818181817
SM,7178,1,1,68,1393.1704545454545,77.27272727272727
SM,7180,1,1,69,1437.4318181818182,78.4090909090909
SM,7181,1,1,73,1297.3977272727273,82.95454545454545
SM,7182,1,1,58,1518.4545454545455,65.9090909090909
SM,7182,1,2,4,1594.125,50.0
SM,7183,1,1,33,1478.25,37.5
SM,7183,1,2,5,1302.75,62.5
SM,7186,1,1,67,1543.7272727272727,76.13636363636364
SM,7187,1,1,62,1518.7272727272727,70.45454545454545
SM,7187,1,2,5,1703.0,62.5
SM,7188,1,1,55,1553.7613636363637,62.5
SM,7189,1,1,54,1591.4886363636363,61.36363636363637
SM,7190,1,1,65,1482.8181818181818,73.86363636363636
SM,7191,1,1,58,1497.3863636363637,65.9090909090909
SM,7192,1,1,65,1345.9772727272727,73.86363636363636
SM,7194,1,1,74,1354.2613636363637,84.0909090909091
SM,7195,1,1,71,1436.8522727272727,80.68181818181817
SM,7196,1,1,59,1587.3295454545455,67.04545454545455
SM,7197,1,1,71,1437.9318181818182,80.68181818181817
SM,7199,1,1,64,1588.9431818181818,72.72727272727273
SM,7200,1,1,73,1371.0795454545455,82.95454545454545
SM,7201,1,1,51,1710.6136363636363,57.95454545454546
SM,7201,1,2,4,1705.0,50.0
SM,7202,1,1,69,1186.2045454545455,78.4090909090909
SM,7203,1,1,67,1424.4886363636363,76.13636363636364
SM,7204,1,1,71,1368.0113636363637,80.68181818181817
SM,7205,1,1,42,1533.125,47.72727272727273
SM,7206,1,1,65,1518.6477272727273,73.86363636363636
SM,7207,1,1,63,1383.7954545454545,71.5909090909091
SM,7208,1,1,75,1311.9204545454545,85.22727272727273
SM,7209,1,1,66,1331.2272727272727,75.0
SM,7209,1,2,6,1261.375,75.0
SM,7211,1,1,59,1411.4772727272727,67.04545454545455
SM,7211,1,2,4,1777.25,50.0
SM,7212,1,1,62,1409.7727272727273,70.45454545454545
SM,7213,1,1,69,1452.4772727272727,78.4090909090909
SM,7214,1,1,68,1263.625,77.27272727272727
SM,7215,1,1,65,1429.5227272727273,73.86363636363636
SM,7216,1,1,62,1391.875,70.45454545454545
SM,7218,1,1,36,1255.034090909091,40.909090909090914
SM,7219,1,1,45,1523.034090909091,51.13636363636363
SM,7220,1,1,50,1556.0681818181818,56.81818181818182
SM,7221,1,1,50,1612.2613636363637,56.81818181818182
SM,7222,1,1,67,1396.5795454545455,76.13636363636364
SM,7223,1,1,51,1308.9204545454545,57.95454545454546
SM,7225,1,1,46,1203.590909090909,52.27272727272727
SM,7226,1,1,78,1164.965909090909,88.63636363636364
SM,7227,1,1,73,1321.5113636363637,82.95454545454545
SM,7229,1,1,71,1235.7613636363637,80.68181818181817
SM,7230,1,1,23,1780.1477272727273,26.136363636363637
SM,7231,1,1,69,1375.9204545454545,78.4090909090909
SM,7232,1,1,64,1477.875,72.72727272727273
SM,7233,1,1,61,1537.159090909091,69.31818181818183
SM,7234,1,1,70,1422.375,79.54545454545455
SM,7235,1,1,64,1358.284090909091,72.72727272727273
SM,7237,1,1,75,1221.5227272727273,85.22727272727273
SM,7238,1,1,58,1346.3863636363637,65.9090909090909
SM,7238,1,2,6,1298.875,75.0
SM,7239,1,1,70,1319.1704545454545,79.54545454545455
SM,7239,1,2,6,1436.875,75.0
SM,7240,nan,1,61,1312.0681818181818,69.31818181818183
SM,7241,1,1,65,1590.4886363636363,73.86363636363636
SM,7242,1,1,51,1171.3068181818182,57.95454545454546
SM,7243,1,1,63,1476.1363636363637,71.5909090909091
SM,7246,nan,1,58,1601.840909090909,65.9090909090909
SM,7246,nan,2,5,1634.875,62.5
SM,7248,1,1,62,1519.1818181818182,70.45454545454545
SM,7249,1,1,70,1587.3977272727273,79.54545454545455
SM,7250,1,1,44,1462.034090909091,50.0
SM,7251,1,1,65,1334.3977272727273,73.86363636363636
SM,7252,1,1,74,1319.75,84.0909090909091
SM,7254,1,1,73,1344.2386363636363,82.95454545454545
SM,7255,1,1,50,1463.8636363636363,56.81818181818182
SM,7700,1,1,66,1605.7045454545455,75.0
SM,7701,1,1,47,1728.090909090909,53.40909090909091
SM,7701,1,2,6,1638.125,75.0
SM,7702,1,1,58,1445.875,65.9090909090909
SM,7703,1,1,48,1603.534090909091,54.54545454545454
SM,7704,nan,1,69,1619.5568181818182,78.4090909090909
SM,7704,nan,2,7,1514.625,87.5
SM,7705,1,1,53,1409.0,60.22727272727273
SM,7706,1,1,76,1327.6704545454545,86.36363636363636
SM,7708,1,1,45,1500.8863636363637,51.13636363636363
SM,7709,1,1,52,1721.5568181818182,59.09090909090909
SM,7709,1,2,5,1694.25,62.5
SM,7710,1,1,48,1336.2272727272727,54.54545454545454
SM,7710,1,2,5,1342.875,62.5
SM,7710,1,3,5,1237.875,62.5
SM,7712,1,1,42,1793.6022727272727,47.72727272727273
SM,7712,1,2,4,1790.25,50.0
SM,7713,nan,1,56,1569.2954545454545,63.63636363636363
SM,7713,nan,2,5,1351.25,62.5
SM,7714,1,1,49,1695.284090909091,55.68181818181818
SM,7714,1,2,4,1696.5,50.0
SM,7716,1,1,60,1471.6704545454545,68.18181818181817
SM,7717,nan,1,41,1749.5454545454545,46.590909090909086
SM,7717,nan,2,5,1761.875,62.5
SM,7718,1,1,62,1452.6477272727273,70.45454545454545
SM,7718,1,2,8,1460.5,100.0
SM,7721,nan,1,65,1291.5227272727273,73.86363636363636
SM,7721,nan,2,6,1357.375,75.0
SM,7722,1,1,53,1669.6136363636363,60.22727272727273
SM,7722,1,2,6,1655.375,75.0
SM,7723,nan,1,32,1759.4545454545455,36.36363636363637
SM,7724,1,1,49,1679.965909090909,55.68181818181818
SM,7726,1,1,53,1501.2272727272727,60.22727272727273
SM,7727,1,1,48,1651.0795454545455,54.54545454545454
SM,7728,1,1,59,1622.4886363636363,67.04545454545455
SM,7728,1,2,6,1664.875,75.0
SM,7729,1,1,31,1676.0454545454545,35.22727272727273
SM,7729,1,2,4,1703.875,50.0
SM,7730,1,1,43,1528.1477272727273,48.86363636363637
SM,7732,1,1,56,1462.4318181818182,63.63636363636363
SM,7732,1,2,5,1732.875,62.5
SM,7733,1,1,58,1697.2613636363637,65.9090909090909
SM,7733,1,2,6,1643.5,75.0
SM,7734,1,1,51,1401.9431818181818,57.95454545454546
SM,7736,1,1,69,1306.0113636363637,78.4090909090909
SM,7736,1,2,4,1135.125,50.0
SM,7738,1,1,62,1446.625,70.45454545454545
SM,7742,1,1,59,1484.034090909091,67.04545454545455
SM,7742,1,2,6,1536.75,75.0
SM,7743,1,1,56,1543.4772727272727,63.63636363636363
SM,7744,1,1,63,1529.6477272727273,71.5909090909091
SM,7745,1,1,70,1245.2045454545455,79.54545454545455
SM,8000,1,1,62,1538.1363636363637,70.45454545454545
SM,8000,1,2,5,1528.75,62.5
SM,8000,2,1,62,1675.4431818181818,70.45454545454545
SM,8000,3,1,66,1580.8181818181818,75.0
SM,8001,1,1,64,1505.75,72.72727272727273
SM,8001,1,2,7,1465.25,87.5
