task,subject_id,session,condition,accuracy
NF,7161,1,con,95.83333333333334
NF,7168,1,con,76.25
NF,7168,1,inc,83.75
NF,7167,1,con,93.05555555555556
NF,7167,1,inc,97.22222222222221
NF,7178,1,inc,100.0
NF,7178,1,con,98.61111111111111
NF,7182,1,con,88.75
NF,7182,1,inc,90.0
NF,7189,1,con,90.0
NF,7189,1,inc,81.25
NF,7173,1,inc,94.44444444444444
NF,7173,1,con,98.61111111111111
NF,7187,1,inc,98.61111111111111
NF,7187,1,con,93.05555555555556
NF,7196,1,inc,97.22222222222221
NF,7196,1,con,97.22222222222221
NF,7200,1,inc,100.0
NF,7200,1,con,100.0
NF,7211,1,inc,93.05555555555556
NF,7211,1,con,90.27777777777779
NF,7209,1,con,97.22222222222221
NF,7209,1,inc,100.0
NF,7204,1,inc,91.25
NF,7204,1,con,97.5
NF,7218,1,con,72.22222222222221
NF,7218,1,inc,76.38888888888889
NF,7221,1,inc,97.22222222222221
NF,7221,1,con,98.61111111111111
NF,7202,1,con,97.22222222222221
NF,7202,1,inc,98.61111111111111
NTS,8052,1,A,100.0
NTS,8052,1,B,94.44444444444444
NTS,8052,1,C,79.62962962962963
NTS,9019,1,A,100.0
NTS,9019,1,B,97.22222222222221
NTS,9019,1,C,91.66666666666666
NTS,8027,2,A,97.22222222222221
NTS,8027,2,B,91.66666666666666
NTS,8027,2,C,79.62962962962963
NTS,9018,1,A,91.66666666666666
NTS,9018,1,B,94.44444444444444
NTS,9018,1,C,75.92592592592592
NTS,8048,1,A,100.0
NTS,8048,1,B,91.66666666666666
NTS,8048,1,C,80.83333333333333
NTS,8056,1,A,97.22222222222221
NTS,8056,1,B,83.33333333333334
NTS,8056,1,C,78.70370370370371
NTS,0,33,A,100.0
NTS,0,33,B,91.66666666666666
NTS,0,33,C,25.925925925925924
NTS,8039,2,A,100.0
NTS,8039,2,B,100.0
NTS,8039,2,C,92.5925925925926
NTS,8060,1,A,97.22222222222221
NTS,8060,1,B,97.22222222222221
NTS,8060,1,C,85.0
NTS,8047,2,A,100.0
NTS,8047,2,B,97.22222222222221
NTS,8047,2,C,80.55555555555556
NTS,8011,3,A,100.0
NTS,8011,3,B,100.0
NTS,8011,3,C,89.81481481481481
NTS,8038,2,A,94.44444444444444
NTS,8038,2,B,100.0
NTS,8038,2,C,93.51851851851852
NTS,8046,2,A,100.0
NTS,8046,2,B,91.66666666666666
NTS,8046,2,C,92.5925925925926
NTS,8023,2,A,97.22222222222221
NTS,8023,2,B,100.0
NTS,8023,2,C,96.29629629629629
NTS,8037,2,A,94.44444444444444
NTS,8037,2,B,94.44444444444444
NTS,8037,2,C,58.333333333333336
NTS,9009,3,A,100.0
NTS,9009,3,B,100.0
NTS,9009,3,C,88.88888888888889
NTS,8054,2,A,100.0
NTS,8054,2,B,97.22222222222221
NTS,8054,2,C,84.25925925925925
NTS,9024,2,A,94.44444444444444
NTS,9024,2,B,86.11111111111111
NTS,9024,2,C,76.66666666666667
NTS,8051,2,A,97.22222222222221
NTS,8051,2,B,88.88888888888889
NTS,8051,2,C,89.81481481481481
NTS,8035,3,A,97.22222222222221
NTS,8035,3,B,91.66666666666666
NTS,8035,3,C,80.55555555555556
NTS,7136,1,A,91.66666666666666
NTS,7136,1,B,94.44444444444444
NTS,7136,1,C,60.0
NTS,7158,1,A,97.22222222222221
NTS,7158,1,B,97.22222222222221
NTS,7158,1,C,85.18518518518519
NTS,7159,1,A,94.44444444444444
NTS,7159,1,B,86.11111111111111
NTS,7159,1,C,59.166666666666664
NTS,7166,1,A,91.66666666666666
NTS,7166,1,B,86.11111111111111
NTS,7166,1,C,70.83333333333334
NTS,7170,1,A,91.66666666666666
NTS,7170,1,B,94.44444444444444
NTS,7170,1,C,55.833333333333336
NTS,7175,1,A,100.0
NTS,7175,1,B,97.22222222222221
NTS,7175,1,C,87.5
NTS,7176,1,A,97.22222222222221
NTS,7176,1,B,91.66666666666666
NTS,7176,1,C,35.833333333333336
NTS,7186,1,A,64.58333333333334
NTS,7186,1,B,94.44444444444444
NTS,7186,1,C,62.03703703703704
NTS,7188,1,A,94.44444444444444
NTS,7188,1,B,91.66666666666666
NTS,7188,1,C,69.44444444444444
NTS,7197,1,A,94.44444444444444
NTS,7197,1,B,94.44444444444444
NTS,7197,1,C,68.51851851851852
NTS,7200,1,A,100.0
NTS,7200,1,B,94.44444444444444
NTS,7200,1,C,70.0
NTS,7181,1,A,94.44444444444444
NTS,7181,1,B,88.88888888888889
NTS,7181,1,C,84.16666666666667
NTS,7215,1,A,94.44444444444444
NTS,7215,1,B,86.11111111111111
NTS,7215,1,C,90.74074074074075
NTS,7055,1,A,88.88888888888889
NTS,7055,1,B,80.55555555555556
NTS,7055,1,C,50.0
NTS,7208,1,A,91.66666666666666
NTS,7208,1,B,97.22222222222221
NTS,7208,1,C,67.5
NTS,7214,1,A,97.22222222222221
NTS,7214,1,B,100.0
NTS,7214,1,C,83.33333333333334
NTS,7219,1,A,97.22222222222221
NTS,7219,1,B,94.44444444444444
NTS,7219,1,C,69.16666666666667
NTS,7199,1,A,100.0
NTS,7199,1,B,91.66666666666666
NTS,7199,1,C,58.333333333333336
NTS,7171,1,A,100.0
NTS,7171,1,B,100.0
NTS,7171,1,C,90.0
NTS,7223,1,A,100.0
NTS,7223,1,B,91.66666666666666
NTS,7223,1,C,80.83333333333333
NTS,7700,1,A,94.44444444444444
NTS,7700,1,B,94.44444444444444
NTS,7700,1,C,55.833333333333336
NTS,8032,1,A,97.22222222222221
NTS,8032,1,B,91.66666666666666
NTS,8032,1,C,93.51851851851852
NTS,8121,2,A,94.44444444444444
NTS,8121,2,B,91.66666666666666
NTS,8121,2,C,76.66666666666667
NTS,9020,1,A,91.66666666666666
NTS,9020,1,B,100.0
NTS,9020,1,C,83.33333333333334
NTS,8003,3,A,94.44444444444444
NTS,8003,3,B,97.22222222222221
NTS,8003,3,C,87.03703703703704
NTS,8035,2,A,91.66666666666666
NTS,8035,2,B,91.66666666666666
NTS,8035,2,C,82.4074074074074
NTS,8051,1,A,94.44444444444444
NTS,8051,1,B,91.66666666666666
NTS,8051,1,C,96.29629629629629
NTS,9021,1,A,97.22222222222221
NTS,9021,1,B,80.55555555555556
NTS,9021,1,C,78.70370370370371
NTS,9005,3,A,97.22222222222221
NTS,9005,3,B,94.44444444444444
NTS,9005,3,C,89.81481481481481
NTS,8053,2,A,100.0
NTS,8053,2,B,97.22222222222221
NTS,8053,2,C,95.37037037037037
NTS,8040,2,A,100.0
NTS,8040,2,B,94.44444444444444
NTS,8040,2,C,87.96296296296296
NTS,8050,2,A,100.0
NTS,8050,2,B,100.0
NTS,8050,2,C,95.37037037037037
NTS,8019,3,A,100.0
NTS,8019,3,B,91.66666666666666
NTS,8019,3,C,80.55555555555556
NTS,8009,1,A,100.0
NTS,8009,1,B,97.22222222222221
NTS,8009,1,C,82.4074074074074
NTS,9010,2,A,97.22222222222221
NTS,9010,2,B,97.22222222222221
NTS,9010,2,C,80.55555555555556
NTS,9019,2,A,97.22222222222221
NTS,9019,2,B,97.22222222222221
NTS,9019,2,C,85.0
NTS,9017,2,A,97.22222222222221
NTS,9017,2,B,97.22222222222221
NTS,9017,2,C,87.03703703703704
NTS,8063,1,A,100.0
NTS,8063,1,B,97.22222222222221
NTS,8063,1,C,84.25925925925925
NTS,8016,3,A,100.0
NTS,8016,3,B,94.44444444444444
NTS,8016,3,C,88.88888888888889
NTS,8014,3,A,100.0
NTS,8014,3,B,97.22222222222221
NTS,8014,3,C,96.29629629629629
NTS,9013,3,A,100.0
NTS,9013,3,B,100.0
NTS,9013,3,C,81.48148148148148
NTS,8048,2,A,94.44444444444444
NTS,8048,2,B,88.88888888888889
NTS,8048,2,C,91.66666666666666
NTS,8060,2,A,100.0
NTS,8060,2,B,97.22222222222221
NTS,8060,2,C,90.74074074074075
NTS,7150,1,A,91.66666666666666
NTS,7150,1,B,91.66666666666666
NTS,7150,1,C,80.83333333333333
NTS,7156,1,A,94.44444444444444
NTS,7156,1,B,97.22222222222221
NTS,7156,1,C,79.62962962962963
NTS,7165,1,A,88.88888888888889
NTS,7165,1,B,91.66666666666666
NTS,7165,1,C,84.25925925925925
NTS,7164,1,A,100.0
NTS,7164,1,B,91.66666666666666
NTS,7164,1,C,86.66666666666667
NTS,7172,1,A,100.0
NTS,7172,1,B,91.66666666666666
NTS,7172,1,C,72.22222222222221
NTS,7147,1,A,91.66666666666666
NTS,7147,1,B,97.22222222222221
NTS,7147,1,C,94.44444444444444
NTS,7174,1,A,88.88888888888889
NTS,7174,1,B,77.77777777777779
NTS,7174,1,C,52.5
NTS,7180,1,A,91.66666666666666
NTS,7180,1,B,97.22222222222221
NTS,7180,1,C,64.16666666666667
NTS,7177,1,A,88.88888888888889
NTS,7177,1,B,83.33333333333334
NTS,7177,1,C,70.83333333333334
NTS,7192,1,A,100.0
NTS,7192,1,B,97.22222222222221
NTS,7192,1,C,84.16666666666667
NTS,7191,1,A,100.0
NTS,7191,1,B,91.66666666666666
NTS,7191,1,C,85.83333333333333
NTS,7183,1,A,91.66666666666666
NTS,7183,1,B,97.22222222222221
NTS,7183,1,C,78.33333333333333
NTS,7190,1,A,97.22222222222221
NTS,7190,1,B,94.44444444444444
NTS,7190,1,C,68.33333333333333
NTS,7194,1,A,100.0
NTS,7194,1,B,94.44444444444444
NTS,7194,1,C,94.44444444444444
NTS,7203,1,A,97.22222222222221
NTS,7203,1,B,91.66666666666666
NTS,7203,1,C,53.70370370370371
NTS,7206,1,A,97.22222222222221
NTS,7206,1,B,94.44444444444444
NTS,7206,1,C,70.37037037037037
NTS,7207,1,A,94.44444444444444
NTS,7207,1,B,94.44444444444444
NTS,7207,1,C,82.4074074074074
NTS,7216,1,A,100.0
NTS,7216,1,B,97.22222222222221
NTS,7216,1,C,65.74074074074075
NTS,7212,1,A,91.66666666666666
NTS,7212,1,B,91.66666666666666
NTS,7212,1,C,66.66666666666666
NTS,7195,1,A,97.22222222222221
NTS,7195,1,B,86.11111111111111
NTS,7195,1,C,89.81481481481481
NTS,7213,1,A,97.22222222222221
NTS,7213,1,B,100.0
NTS,7213,1,C,70.83333333333334
NTS,8005,3,A,100.0
NTS,8005,3,B,94.44444444444444
NTS,8005,3,C,98.14814814814815
NTS,8026,2,A,100.0
NTS,8026,2,B,97.22222222222221
NTS,8026,2,C,91.66666666666666
NTS,8046,1,A,94.44444444444444
